transaction_id,transaction_date,product_id,product_name,quantity,unit_price,total_price
E000099,2025-03-15,P099,オフィスプロ ＭＰ Ｃ４５０４（ネット）［半額セール］,5,80000,400000
E000100,2025-04-16,P100,テクノセラミック taskalfa 2552ci＜半額セール＞,1,250000,250000
E000101,2025-05-17,P001,スノーテック  CRYSTALVIEW  KJ-55X9500G[半額セール],2,150000,300000
E000102,2025-06-18,P002,VISIONMAX TH55FX700M（半額セール）,3,120000,360000
E000103,2025-07-19,P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000（ネット）［半額セール］,4,110000,440000
E000104,2025-08-20,P004,ゆきだるま食品 カップめん＜半額セール＞,5,200,1000
E000105,2025-09-21,P005,サファイア飲料  ゴールドビール[半額セール],1,400,400
E000106,2025-10-22,P006,ブルーウェーブ パワフル洗剤【期間限定】,2,800,1600
E000107,2025-11-23,P007,シンプルウェア ウォームインナーシャツ（ネット）【半額セール】,3,1500,4500
E000108,2025-12-24,P008,オーガニックコットンシャツ＜期間限定＞,4,2500,10000
E000109,2025-01-25,P009,スカイライン文具  イレーサブルペン［期間限定］,5,100,500
E000110,2025-02-26,P010,ワンダートイ ロボットフィギュア［期間限定］,1,3000,3000
E000111,2025-03-27,P011,アオゾラ電機 BRIGHTVIEW 43S32（ネット）（半額セール）,2,70000,140000
E000112,2025-04-28,P012,サンシャイン製菓 ミルクチョコ［半額セール］,3,150,450
E000113,2025-05-01,P013,フレッシュケア  ソフティーナ［期間限定］,4,500,2000
E000114,2025-06-02,P014,MSZGV3519（期間限定）,5,90000,450000
E000115,2025-07-03,P015,ハッピースイーツ チョコパイ（ネット）＜半額セール＞,1,300,300
E000116,2025-08-04,P016,ミライ電機 4Kスマートテレビ＜半額セール＞,2,80000,160000
E000117,2025-09-05,P017,フジヤマ電機  4Kプロジェクター【閉店セール】,3,130000,390000
E000118,2025-10-06,P018,サクラ電器 加湿器 HX50[半額セール],4,15000,60000
E000119,2025-11-07,P019,スノーテック ﾜｲﾔﾚｽﾍッドﾎﾝ WH-1000XM4（ﾈッﾄ）［半額セール］,5,90000,450000
E000120,2025-12-08,P020,掃除機 mc-cl883[閉店セール],1,75000,75000
E000121,2025-01-09,P021,アオゾラ電機  ノンフロン冷蔵庫【半額セール】,2,85000,170000
E000122,2025-02-10,P022,ミライ電機 ドラム式洗濯機［半額セール］,3,100000,300000
E000123,2025-03-11,P023,フジヤマ電機 エアコン CS-XE（ネット）[閉店セール],4,95000,380000
E000124,2025-04-12,P024,スノーテック デジタルカメラ α7 III＜期間限定＞,5,200000,1000000
E000125,2025-05-13,P025,プリズム光学  eos  r6[閉店セール],1,230000,230000
E000126,2025-06-14,P026,ﾉｰﾄパｿｺﾝ FMV[期間限定],2,80000,160000
E000127,2025-07-15,P027,テクノスフィア ValueBook（ネット）［半額セール］,3,85000,255000
E000128,2025-08-16,P028,クリスタルビジョン OM-D E-M10【半額セール】,4,120000,480000
E000129,2025-09-17,P029,プリズム光学  PIXMA  iX6820[閉店セール],5,25000,125000
E000130,2025-10-18,P030,プリントマスター エコタンク et2750【半額セール】,1,35000,35000
E000131,2025-11-19,P031,オフィスプロ IM C200（ネット）[半額セール],2,40000,80000
E000132,2025-12-20,P032,ＤＳ－３００（半額セール）,3,45000,135000
E000133,2025-01-21,P033,ゆきだるま食品  一杯きつねうどん[半額セール],4,220,880
E000134,2025-02-22,P034,クリアウォーター ゴールドプレミアム[期間限定],5,500,2500
E000135,2025-03-23,P035,ヘルシー乳業 ヘルス1000（ネット）＜期間限定＞,1,250,250
E000136,2025-04-24,P036,ホームキッチン カレールウ［半額セール］,2,300,600
E000137,2025-05-25,P037,まるまる食品  こだわり麺＜半額セール＞,3,250,750
E000138,2025-06-26,P038,スティックチョコ[半額セール],4,150,600
E000139,2025-07-27,P039,ドリーム製菓 プレミアムチョコ（ネット）（期間限定）,5,180,900
E000140,2025-08-28,P040,クラシック食品 北国ラーメン【期間限定】,1,210,210
E000141,2025-09-01,P041,フレッシュベジ  トマトジュース（期間限定）,2,180,360
E000142,2025-10-02,P042,ソフトケア やさしいケア[閉店セール],3,350,1050
E000143,2025-11-03,P043,クリーンライフ クリーンウォッシュ洗剤（ネット）【閉店セール】,4,800,3200
E000144,2025-12-04,P044,フローラルシャンプー（半額セール）,5,1200,6000
E000145,2025-01-05,P045,ヘルスケアプラス  リリーフシップ[閉店セール],1,400,400
E000146,2025-02-06,P046,ケアファーム クールケア【閉店セール】,2,500,1000
E000147,2025-03-07,P047,コスメラボ ﾊﾝドｸﾘｰﾑ（ﾈッﾄ）[期間限定],3,700,2100
E000148,2025-04-08,P048,ブルーウェーブ やさしいケア 洗濯柔軟剤[期間限定],4,300,1200
E000149,2025-05-09,P049,シンプルウェア  ジーンズ（半額セール）,5,3000,15000
E000150,2025-06-10,P050,ウールブレンドコート【半額セール】,1,5000,5000
E000151,2025-07-11,P051,シンプルウェア スウェットパーカー（ネット）［期間限定］,2,2500,5000
E000152,2025-08-12,P052,ナチュラルスタイル リネンシャツ[半額セール],3,2800,8400
E000153,2025-09-13,P053,シンプルウェア  ストレッチジャケット［半額セール］,4,3500,14000
E000154,2025-10-14,P054,ベーシックウェア Ｔｼャﾂ（期間限定）,5,1200,6000
E000155,2025-11-15,P055,ナチュラルスタイル シンプルワンピース（ネット）［期間限定］,1,4000,4000
E000156,2025-12-16,P056,G2ジェルペン［半額セール］,2,150,300
E000157,2025-01-17,P057,ダイヤモンド文具  プロペンシル【半額セール】,3,120,360
E000158,2025-02-18,P058,オフィスワーク スタディノート【半額セール】,4,200,800
E000159,2025-03-19,P059,カラーライン ハイライター（ネット）[閉店セール],5,180,900
E000160,2025-04-20,P060,グリーンペンシル クリア消しゴム（半額セール）,1,100,100
E000161,2025-05-21,P061,ペンマスター  スムースジェル（半額セール）,2,180,360
E000162,2025-06-22,P062,イレーサブルペン（半額セール）,3,130,390
E000163,2025-07-23,P063,ペンマスター シャープペンシル（ネット）【半額セール】,4,160,640
E000164,2025-08-24,P064,アート文具 ボールペン[閉店セール],5,150,750
E000165,2025-09-25,P065,オフィスプラス  カラーペンセット【閉店セール】,1,250,250
E000166,2025-10-26,P066,ワンダートイ トレインレール【半額セール】,2,2800,5600
E000167,2025-11-27,P067,ファンタジートイ デジペット（ネット）[半額セール],3,1200,3600
E000168,2025-12-28,P068,マスクヒーローフィギュア＜期間限定＞,4,3200,12800
E000169,2025-01-01,P069,ワンダートイ  ミニカー（半額セール）,5,1500,7500
E000170,2025-02-02,P070,ファンタジートイ チェンジロボ（半額セール）,1,3500,3500
E000171,2025-03-03,P071,ファンタジートイ モンスターカード（ネット）[閉店セール],2,500,1000
E000172,2025-04-04,P072,ファンタジートイ メカロボットフィギュア【閉店セール】,3,4000,12000
E000173,2025-05-05,P073,ワンダートイ  ヒーローフィギュア（半額セール）,4,3000,12000
E000174,2025-06-06,P074,ミニレーサー［半額セール］,5,2000,10000
E000175,2025-07-07,P075,スノーテック ﾜｲﾔﾚｽｽピｰｶｰ srs-xb12（ﾈッﾄ）【期間限定】,1,8000,8000
E000176,2025-08-08,P076,フジヤマ電機 ポータブルスピーカー【閉店セール】,2,6000,12000
E000177,2025-09-09,P077,サクラ電器  スマートウォッチ［半額セール］,3,18000,54000
E000178,2025-10-10,P078,ミライ電機 デジタルサイネージ[期間限定],4,95000,380000
E000179,2025-11-11,P079,フジヤマ電機 電子レンジ（ネット）（期間限定）,5,15000,75000
E000180,2025-12-12,P080,ブルーレイプレーヤー[期間限定],1,12000,12000
E000181,2025-01-13,P081,グローバルビジョン  LED55PRO（期間限定）,2,180000,360000
E000182,2025-02-14,P082,アオゾラ電機 LEDﾃﾚビ 55型（半額セール）,3,70000,210000
E000183,2025-03-15,P083,フジヤマ電機 冷蔵庫 NR-F603M（ネット）［半額セール］,4,90000,360000
E000184,2025-04-16,P084,サクラ電器 空気清浄機[期間限定],5,22000,110000
E000185,2025-05-17,P085,ミライ電機  炊飯器  rz-mシリーズ（半額セール）,1,30000,30000
E000186,2025-06-18,P086,IHクッキングヒーター【閉店セール】,2,45000,90000
E000187,2025-07-19,P087,スノーテック ゲーム機 GAMESTATION5（ネット）［半額セール］,3,50000,150000
E000188,2025-08-20,P088,ゲームワールド ポータブルゲーム（半額セール）,4,40000,160000
E000189,2025-09-21,P089,グローバルゲーム  ゲームボックスX【期間限定】,5,55000,275000
E000190,2025-10-22,P090,フジヤマ電機 ビエラ ブルーレイレコーダー＜期間限定＞,1,35000,35000
E000191,2025-11-23,P091,サクラ電器 スマートフォン CLEARSCREEN R6（ネット）【閉店セール】,2,70000,140000
E000192,2025-12-24,P092,デジタル一眼レフ α7R IV[閉店セール],3,250000,750000
E000193,2025-01-25,P093,プリズム光学  EOS  90D（期間限定）,4,150000,600000
E000194,2025-02-26,P094,レンズマスター XT4＜期間限定＞,5,170000,850000
E000195,2025-03-27,P095,クリスタルビジョン pen-f（ネット）（半額セール）,1,140000,140000
E000196,2025-04-28,P096,ビジョンプロ Z6 II（期間限定）,2,200000,400000
E000197,2025-05-01,P097,プリズム光学  imagePROGRAF  PRO-1000【期間限定】,3,300000,900000
E000198,2025-06-02,P098,スキャナー Ｐｅｒｆｅｃｔｉｏｎ Ｖ３９［期間限定］,4,25000,100000
E000199,2025-07-03,P099,オフィスプロ MP C4504（ネット）[期間限定],5,80000,400000
E000200,2025-08-04,P100,テクノセラミック taskalfa 2552ci【半額セール】,1,250000,250000
E000201,2025-09-05,P001,スノーテック  CRYSTALVIEW  KJ-55X9500G【閉店セール】,2,150000,300000
E000202,2025-10-06,P002,フジヤマ電機 VISIONMAX TH55FX700M[期間限定],3,120000,360000
E000203,2025-11-07,P003,サクラ電器 CLEARSCREEN 4T KJ-55X7000（ﾈッﾄ）[半額セール],4,110000,440000
E000204,2025-12-08,P004,カップめん[半額セール],5,200,1000
E000205,2025-01-09,P005,サファイア飲料  ゴールドビール[半額セール],1,400,400
E000206,2025-02-10,P006,ブルーウェーブ パワフル洗剤【閉店セール】,2,800,1600
E000207,2025-03-11,P007,シンプルウェア ウォームインナーシャツ（ネット）（半額セール）,3,1500,4500
E000208,2025-04-12,P008,ナチュラルスタイル オーガニックコットンシャツ＜半額セール＞,4,2500,10000
E000209,2025-05-13,P009,スカイライン文具  イレーサブルペン[半額セール],5,100,500
E000210,2025-06-14,P010,ロボットフィギュア（期間限定）,1,3000,3000
E000211,2025-07-15,P011,アオゾラ電機 BRIGHTVIEW 43S32（ネット）【半額セール】,2,70000,140000
E000212,2025-08-16,P012,サンシャイン製菓 ミルクチョコ[半額セール],3,150,450
E000213,2025-09-17,P013,フレッシュケア  ソフティーナ（半額セール）,4,500,2000
E000214,2025-10-18,P014,ヤマトエアコン MSZGV3519＜半額セール＞,5,90000,450000
E000215,2025-11-19,P015,ハッピースイーツ チョコパイ（ネット）[半額セール],1,300,300
E000216,2025-12-20,P016,4Kスマートテレビ[期間限定],2,80000,160000
E000217,2025-01-21,P017,フジヤマ電機  4Kプﾛジェｸﾀｰ【半額セール】,3,130000,390000
E000218,2025-02-22,P018,サクラ電器 加湿器 HX50[半額セール],4,15000,60000
E000219,2025-03-23,P019,スノーテック ワイヤレスヘッドホン WH-1000XM4（ネット）[閉店セール],5,90000,450000
E000220,2025-04-24,P020,フジヤマ電機 掃除機 ｍｃ－ｃｌ８８３[期間限定],1,75000,75000
E000221,2025-05-25,P021,アオゾラ電機  ノンフロン冷蔵庫[閉店セール],2,85000,170000
E000222,2025-06-26,P022,ドラム式洗濯機[半額セール],3,100000,300000
E000223,2025-07-27,P023,フジヤマ電機 エアコン CS-XE（ネット）［期間限定］,4,95000,380000
E000224,2025-08-28,P024,スノーテック デジﾀﾙｶﾒﾗ α7 III（半額セール）,5,200000,1000000
E000225,2025-09-01,P025,プリズム光学  eos  r6（期間限定）,1,230000,230000
E000226,2025-10-02,P026,デジタルスカイ ノートパソコン FMV［期間限定］,2,80000,160000
E000227,2025-11-03,P027,テクノスフィア ValueBook（ネット）（半額セール）,3,85000,255000
E000228,2025-12-04,P028,OM-D E-M10[半額セール],4,120000,480000
E000229,2025-01-05,P029,プリズム光学  PIXMA  iX6820＜期間限定＞,5,25000,125000
E000230,2025-02-06,P030,プリントマスター エコタンク et2750＜期間限定＞,1,35000,35000
E000231,2025-03-07,P031,オフィスプロ ＩＭ Ｃ２００（ﾈッﾄ）【閉店セール】,2,40000,80000
E000232,2025-04-08,P032,テクノセラミック DS-300［期間限定］,3,45000,135000
E000233,2025-05-09,P033,ゆきだるま食品  一杯きつねうどん【閉店セール】,4,220,880
E000234,2025-06-10,P034,ゴールドプレミアム＜半額セール＞,5,500,2500
E000235,2025-07-11,P035,ヘルシー乳業 ヘルス1000（ネット）＜半額セール＞,1,250,250
E000236,2025-08-12,P036,ホームキッチン カレールウ【半額セール】,2,300,600
E000237,2025-09-13,P037,まるまる食品  こだわり麺（半額セール）,3,250,750
E000238,2025-10-14,P038,スマイル製菓 スティックチョコ【閉店セール】,4,150,600
E000239,2025-11-15,P039,ドリーム製菓 プレミアムチョコ（ネット）【閉店セール】,5,180,900
E000240,2025-12-16,P040,北国ラーメン【期間限定】,1,210,210
E000241,2025-01-17,P041,フレッシュベジ  トマトジュース［期間限定］,2,180,360
E000242,2025-02-18,P042,ソフトケア やさしいケア[半額セール],3,350,1050
E000243,2025-03-19,P043,クリーンライフ クリーンウォッシュ洗剤（ネット）【期間限定】,4,800,3200
E000244,2025-04-20,P044,ビューティーラボ フローラルシャンプー[閉店セール],5,1200,6000
E000245,2025-05-21,P045,ヘルスケアプラス  リリーフシップ[半額セール],1,400,400
E000246,2025-06-22,P046,クールケア（半額セール）,2,500,1000
E000247,2025-07-23,P047,コスメラボ ハンドクリーム（ネット）【期間限定】,3,700,2100
E000248,2025-08-24,P048,ブルーウェーブ やさしいケア 洗濯柔軟剤＜半額セール＞,4,300,1200
E000249,2025-09-25,P049,シンプルウェア  ジーンズ[半額セール],5,3000,15000
E000250,2025-10-26,P050,ナチュラルスタイル ウールブレンドコート＜半額セール＞,1,5000,5000
E000251,2025-11-27,P051,シンプルウェア スウェットパーカー（ネット）＜半額セール＞,2,2500,5000
E000252,2025-12-28,P052,ﾘﾈﾝｼャﾂ＜半額セール＞,3,2800,8400
E000253,2025-01-01,P053,シンプルウェア  ストレッチジャケット[半額セール],4,3500,14000
E000254,2025-02-02,P054,ベーシックウェア Tシャツ【期間限定】,5,1200,6000
E000255,2025-03-03,P055,ナチュラルスタイル シンプルワンピース（ネット）＜期間限定＞,1,4000,4000
E000256,2025-04-04,P056,スカイライン文具 G2ジェルペン（半額セール）,2,150,300
E000257,2025-05-05,P057,ダイヤモンド文具  プロペンシル【期間限定】,3,120,360
E000258,2025-06-06,P058,スタディノート[閉店セール],4,200,800
E000259,2025-07-07,P059,カラーライン ハイライター（ﾈッﾄ）（半額セール）,5,180,900
E000260,2025-08-08,P060,グリーンペンシル クリア消しゴム［期間限定］,1,100,100
E000261,2025-09-09,P061,ペンマスター  スムースジェル【期間限定】,2,180,360
E000262,2025-10-10,P062,スカイライン文具 イレーサブルペン＜半額セール＞,3,130,390
E000263,2025-11-11,P063,ペンマスター シャープペンシル（ネット）[閉店セール],4,160,640
E000264,2025-12-12,P064,ボールペン［半額セール］,5,150,750
E000265,2025-01-13,P065,オフィスプラス  カラーペンセット（期間限定）,1,250,250
E000266,2025-02-14,P066,ワンダートイ トレインレール＜半額セール＞,2,2800,5600
E000267,2025-03-15,P067,ファンタジートイ デジペット（ネット）［期間限定］,3,1200,3600
E000268,2025-04-16,P068,ファンタジートイ マスクヒーローフィギュア＜期間限定＞,4,3200,12800
E000269,2025-05-17,P069,ワンダートイ  ミニカー＜期間限定＞,5,1500,7500
E000270,2025-06-18,P070,チェンジロボ【閉店セール】,1,3500,3500
E000271,2025-07-19,P071,ファンタジートイ モンスターカード（ネット）[半額セール],2,500,1000
E000272,2025-08-20,P072,ファンタジートイ メカロボットフィギュア【閉店セール】,3,4000,12000
E000273,2025-09-21,P073,ワンダートイ  ヒーローフィギュア【閉店セール】,4,3000,12000
E000274,2025-10-22,P074,ファンタジートイ ミニレーサー【期間限定】,5,2000,10000
E000275,2025-11-23,P075,スノーテック ワイヤレススピーカー ｓｒｓ－ｘｂ１２（ネット）＜半額セール＞,1,8000,8000
E000276,2025-12-24,P076,ポータブルスピーカー（半額セール）,2,6000,12000
E000277,2025-01-25,P077,サクラ電器  スマートウォッチ[閉店セール],3,18000,54000
E000278,2025-02-26,P078,ミライ電機 デジタルサイネージ【期間限定】,4,95000,380000
E000279,2025-03-27,P079,フジヤマ電機 電子レンジ（ネット）[閉店セール],5,15000,75000
E000280,2025-04-28,P080,スノーテック ブﾙｰﾚｲプﾚｰﾔｰ＜期間限定＞,1,12000,12000
E000281,2025-05-01,P081,グローバルビジョン  LED55PRO【閉店セール】,2,180000,360000
E000282,2025-06-02,P082,LEDテレビ 55型＜半額セール＞,3,70000,210000
E000283,2025-07-03,P083,フジヤマ電機 冷蔵庫 NR-F603M（ネット）＜期間限定＞,4,90000,360000
E000284,2025-08-04,P084,サクラ電器 空気清浄機＜期間限定＞,5,22000,110000
E000285,2025-09-05,P085,ミライ電機  炊飯器  rz-mシリーズ[半額セール],1,30000,30000
E000286,2025-10-06,P086,ヤマト ＩＨクッキングヒーター［半額セール］,2,45000,90000
E000287,2025-11-07,P087,スノーテック ゲｰﾑ機 GAMESTATION5（ﾈッﾄ）［半額セール］,3,50000,150000
E000288,2025-12-08,P088,ポータブルゲーム【期間限定】,4,40000,160000
E000289,2025-01-09,P089,グローバルゲーム  ゲームボックスX【期間限定】,5,55000,275000
E000290,2025-02-10,P090,フジヤマ電機 ビエラ ブルーレイレコーダー［期間限定］,1,35000,35000
E000291,2025-03-11,P091,サクラ電器 スマートフォン CLEARSCREEN R6（ネット）（半額セール）,2,70000,140000
E000292,2025-04-12,P092,スノーテック デジタル一眼レフ α7R IV＜半額セール＞,3,250000,750000
E000293,2025-05-13,P093,プリズム光学  EOS  90D【半額セール】,4,150000,600000
E000294,2025-06-14,P094,XT4【閉店セール】,5,170000,850000
E000295,2025-07-15,P095,クリスタルビジョン pen-f（ネット）【期間限定】,1,140000,140000
E000296,2025-08-16,P096,ビジョンプロ Z6 II【期間限定】,2,200000,400000
E000297,2025-09-17,P097,プリズム光学  imagePROGRAF PRO-1000[閉店セール],3,300000,900000
E000298,2025-10-18,P098,プリントマスター スキャナー Perfection V39【半額セール】,4,25000,100000
E000299,2025-11-19,P099,オフィスプロ MP C4504（ネット）【半額セール】,5,80000,400000
E000300,2025-12-20,P100,taskalfa 2552ci＜期間限定＞,1,250000,250000
E000301,2025-01-21,P001,スノーテック  CRYSTALVIEW  KJ-55X9500G（期間限定）,2,150000,300000
